duration,orig_bytes,resp_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,pkt_ratio,byte_ratio,ip_byte_ratio,Label
-0.553212017029072,-0.12920954995855277,-0.37074063289578413,-1.4790139037278516,-1.2271746065371905,-0.35642088229024577,-0.3598040716066326,0.11512202097190755,-0.35848353828526636,-0.36665972953601494,0
-0.553212017029072,-0.12920954995855277,-0.37074063289578413,-1.4790139037278516,-1.2271746065371905,-0.35642088229024577,-0.3598040716066326,0.11512202097190755,-0.35848353828526636,-0.36665972953601494,0
-0.37693448309639205,-0.12920954995855277,2.910102588378579,-1.3382809704054235,-1.1194364723499381,2.6903054279105922,3.416390092510005,1.8156097728982405,3.346095487462478,-0.0777918141060886,0
-0.553212017029072,-0.12920954995855277,-0.37074063289578413,-1.4790139037278516,-1.2271746065371905,-0.35642088229024577,-0.3598040716066326,0.11512202097190755,-0.35848353828526636,-0.36665972953601494,0
-0.38915055495360806,-0.12830499317452287,2.910102588378579,-1.3734642037360305,-1.1463710058967511,2.3094646391354874,1.562610163578936,2.063597570054164,1.4934307893520504,-0.1736236559019916,0
-0.553212017029072,-0.12920954995855277,-0.37074063289578413,-1.4790139037278516,-1.2271746065371905,-0.35642088229024577,-0.3598040716066326,0.11512202097190755,-0.35848353828526636,-0.36665972953601494,0
-0.3980622101398928,-0.12920954995855277,2.888837248479697,-1.3734642037360305,-1.1463710058967511,2.119044244747935,1.507702718575336,1.8864634292285045,3.3220836323229346,-0.17937162831789305,0
-0.553212017029072,-0.12920954995855277,-0.37074063289578413,-1.4790139037278516,-1.2271746065371905,-0.35642088229024577,-0.3598040716066326,0.11512202097190755,-0.35848353828526636,-0.36665972953601494,0
-0.5526252313445169,-0.12920954995855277,-0.14213822898280443,-1.4790139037278516,-1.2271746065371905,0.024419906484859005,-0.09834004777996563,1.5321951475771851,-0.1003560955351703,2.9452672339119568,0
-0.3766094632085402,-0.12920954995855277,2.8988053765572976,-1.3734642037360305,-1.1463710058967511,2.3094646391354874,1.5521516026258693,2.063597570054164,3.3333391894195956,-0.17471850779073475,0
-0.553212017029072,-0.12920954995855277,-0.37074063289578413,-1.4790139037278516,-1.2271746065371905,-0.35642088229024577,-0.3598040716066326,0.11512202097190755,-0.35848353828526636,-0.36665972953601494,0
-0.5527503051936814,-0.12920954995855277,-0.14213822898280443,-1.4790139037278516,-1.2271746065371905,0.024419906484859005,-0.09834004777996563,1.5321951475771851,-0.1003560955351703,2.9452672339119568,0
-0.37680912238060105,-0.12920954995855277,2.898140834685458,-1.3734642037360305,-1.1463710058967511,2.3094646391354874,1.5599955233406693,2.063597570054164,3.3325888189464847,-0.17389736887417742,0
-0.553212017029072,-0.12920954995855277,-0.37074063289578413,-1.4790139037278516,-1.2271746065371905,-0.35642088229024577,-0.3598040716066326,0.11512202097190755,-0.35848353828526636,-0.36665972953601494,0
